,# Examples,Dimensionality,Number of Clusters,Proportion Changes,Method,Time (s)
1159,5000,100,50,20,Partial,1.1483561992645264
1160,5000,100,50,20,sklearn,1.422039270401001
1161,5000,100,50,20,Full,1.3325660228729248
1162,5000,100,50,20,Partial,1.1484923362731934
1163,5000,100,50,20,sklearn,1.4406685829162598
1164,5000,100,50,20,Full,1.327695608139038
1165,5000,100,50,20,Partial,1.146467924118042
1166,5000,100,50,20,sklearn,1.4190340042114258
1167,5000,100,50,20,Full,1.3353960514068604
1168,5000,100,50,20,Partial,1.1489877700805664
1169,5000,100,50,20,sklearn,1.4186911582946777
1170,5000,100,50,30,Full,1.3371553421020508
1171,5000,100,50,30,Partial,1.2386000156402588
1172,5000,100,50,30,sklearn,1.4229037761688232
1173,5000,100,50,30,Full,1.3380212783813477
1174,5000,100,50,30,Partial,1.239318609237671
1175,5000,100,50,30,sklearn,1.4155194759368896
1176,5000,100,50,30,Full,1.3371057510375977
1177,5000,100,50,30,Partial,1.2410504817962646
1178,5000,100,50,30,sklearn,1.4248533248901367
1179,5000,100,50,30,Full,1.3354203701019287
1180,5000,100,50,30,Partial,1.2382051944732666
1181,5000,100,50,30,sklearn,1.4212565422058105
1182,5000,100,50,30,Full,1.3405659198760986
1183,5000,100,50,30,Partial,1.2395505905151367
1184,5000,100,50,30,sklearn,1.42228364944458
1185,5000,100,50,30,Full,1.3362104892730713
1186,5000,100,50,30,Partial,1.2381784915924072
1187,5000,100,50,30,sklearn,1.4197394847869873
1188,5000,100,50,30,Full,1.3396601676940918
1189,5000,100,50,30,Partial,1.240877628326416
1190,5000,100,50,30,sklearn,1.4231221675872803
1191,5000,100,50,30,Full,1.3372292518615723
1192,5000,100,50,30,Partial,1.2396025657653809
1193,5000,100,50,30,sklearn,1.4162230491638184
1194,5000,100,50,30,Full,1.336578607559204
1195,5000,100,50,30,Partial,1.2524731159210205
1196,5000,100,50,30,sklearn,1.422713279724121
1197,5000,100,50,30,Full,1.329557180404663
1198,5000,100,50,30,Partial,1.2357177734375
1199,5000,100,50,30,sklearn,1.4253313541412354
1200,5000,100,50,40,Full,1.3359317779541016
1201,5000,100,50,40,Partial,1.5756816864013672
1202,5000,100,50,40,sklearn,1.4209091663360596
1203,5000,100,50,40,Full,1.334458351135254
1204,5000,100,50,40,Partial,1.584545612335205
1205,5000,100,50,40,sklearn,1.4172236919403076
1206,5000,100,50,40,Full,1.3330495357513428
1207,5000,100,50,40,Partial,1.5878167152404785
1208,5000,100,50,40,sklearn,1.4217660427093506
1209,5000,100,50,40,Full,1.3315188884735107
1210,5000,100,50,40,Partial,1.5787227153778076
1211,5000,100,50,40,sklearn,1.4188780784606934
1212,5000,100,50,40,Full,1.3266689777374268
1213,5000,100,50,40,Partial,1.5794227123260498
1214,5000,100,50,40,sklearn,1.4209678173065186
1215,5000,100,50,40,Full,1.3309986591339111
1216,5000,100,50,40,Partial,1.5732641220092773
1217,5000,100,50,40,sklearn,1.4201550483703613
1218,5000,100,50,40,Full,1.33404541015625
1219,5000,100,50,40,Partial,1.5729858875274658
1220,5000,100,50,40,sklearn,1.4235026836395264
1221,5000,100,50,40,Full,1.331096887588501
1222,5000,100,50,40,Partial,1.5788562297821045
1223,5000,100,50,40,sklearn,1.4168360233306885
1224,5000,100,50,40,Full,1.331021785736084
1225,5000,100,50,40,Partial,1.5795776844024658
1226,5000,100,50,40,sklearn,1.4191491603851318
1227,5000,100,50,40,Full,1.3300518989562988
1228,5000,100,50,40,Partial,1.5749263763427734
1229,5000,100,50,40,sklearn,1.4259941577911377
1230,5000,100,50,50,Full,1.3392255306243896
1231,5000,100,50,50,Partial,1.7718777656555176
1232,5000,100,50,50,sklearn,1.4173450469970703
1233,5000,100,50,50,Full,1.3326961994171143
1234,5000,100,50,50,Partial,1.7790210247039795
1235,5000,100,50,50,sklearn,1.4197287559509277
1236,5000,100,50,50,Full,1.3306608200073242
1237,5000,100,50,50,Partial,1.7880663871765137
1238,5000,100,50,50,sklearn,1.4207112789154053
1239,5000,100,50,50,Full,1.340294599533081
1240,5000,100,50,50,Partial,1.7877614498138428
1241,5000,100,50,50,sklearn,1.4283263683319092
1242,5000,100,50,50,Full,1.3339018821716309
1243,5000,100,50,50,Partial,1.7753217220306396
1244,5000,100,50,50,sklearn,1.4258532524108887
1245,5000,100,50,50,Full,1.3351523876190186
1246,5000,100,50,50,Partial,1.7774593830108643
1247,5000,100,50,50,sklearn,1.4224269390106201
1248,5000,100,50,50,Full,1.340205192565918
1249,5000,100,50,50,Partial,1.7747626304626465
1250,5000,100,50,50,sklearn,1.420640230178833
1251,5000,100,50,50,Full,1.3327791690826416
1252,5000,100,50,50,Partial,1.7746140956878662
1253,5000,100,50,50,sklearn,1.4197578430175781
1254,5000,100,50,50,Full,1.3325371742248535
1255,5000,100,50,50,Partial,1.7877416610717773
1256,5000,100,50,50,sklearn,1.4300456047058105
1257,5000,100,50,50,Full,1.3368988037109375
1258,5000,100,50,50,Partial,1.770723581314087
1259,5000,100,50,50,sklearn,1.4170031547546387
1260,10000,2,50,1,Full,1.7242484092712402
1261,10000,2,50,1,Partial,0.9268910884857178
1262,10000,2,50,1,sklearn,2.226433515548706
1263,10000,2,50,1,Full,1.740710973739624
1264,10000,2,50,1,Partial,0.9422533512115479
1265,10000,2,50,1,sklearn,2.2268271446228027
1266,10000,2,50,1,Full,1.7403833866119385
1267,10000,2,50,1,Partial,0.9421131610870361
1268,10000,2,50,1,sklearn,2.2307958602905273
1269,10000,2,50,1,Full,1.7418851852416992
1270,10000,2,50,1,Partial,0.9434778690338135
1271,10000,2,50,1,sklearn,2.2322309017181396
1272,10000,2,50,1,Full,1.7400949001312256
1273,10000,2,50,1,Partial,0.9415891170501709
1274,10000,2,50,1,sklearn,2.234048843383789
1275,10000,2,50,1,Full,1.753178596496582
1276,10000,2,50,1,Partial,0.9413397312164307
1277,10000,2,50,1,sklearn,2.232041120529175
1278,10000,2,50,1,Full,1.7454774379730225
1279,10000,2,50,1,Partial,0.9412460327148438
1280,10000,2,50,1,sklearn,2.230962038040161
1281,10000,2,50,1,Full,1.7418770790100098
1282,10000,2,50,1,Partial,0.9409918785095215
1283,10000,2,50,1,sklearn,2.231659173965454
1284,10000,2,50,1,Full,1.736825704574585
1285,10000,2,50,1,Partial,0.9483721256256104
1286,10000,2,50,1,sklearn,2.2297523021698
1287,10000,2,50,1,Full,1.7354683876037598
1288,10000,2,50,1,Partial,0.9419045448303223
1289,10000,2,50,1,sklearn,2.2310657501220703
1290,10000,2,50,5,Full,1.733917236328125
1291,10000,2,50,5,Partial,1.0386173725128174
1292,10000,2,50,5,sklearn,2.2278640270233154
1293,10000,2,50,5,Full,1.7366995811462402
1294,10000,2,50,5,Partial,1.0303676128387451
1295,10000,2,50,5,sklearn,2.2240421772003174
1296,10000,2,50,5,Full,1.7290077209472656
1297,10000,2,50,5,Partial,1.0299317836761475
1298,10000,2,50,5,sklearn,2.225726366043091
1299,10000,2,50,5,Full,1.7344517707824707
1300,10000,2,50,5,Partial,1.0264770984649658
1301,10000,2,50,5,sklearn,2.2184808254241943
1302,10000,2,50,5,Full,1.7248866558074951
1303,10000,2,50,5,Partial,1.027190923690796
1304,10000,2,50,5,sklearn,2.2214953899383545
1305,10000,2,50,5,Full,1.7273900508880615
1306,10000,2,50,5,Partial,1.0288808345794678
1307,10000,2,50,5,sklearn,2.2158195972442627
1308,10000,2,50,5,Full,1.7293787002563477
1309,10000,2,50,5,Partial,1.027862310409546
1310,10000,2,50,5,sklearn,2.2181990146636963
1311,10000,2,50,5,Full,1.7450685501098633
1312,10000,2,50,5,Partial,1.0357167720794678
1313,10000,2,50,5,sklearn,2.230257749557495
1314,10000,2,50,5,Full,1.7463741302490234
1315,10000,2,50,5,Partial,1.0317614078521729
1316,10000,2,50,5,sklearn,2.2320940494537354
1317,10000,2,50,5,Full,1.741546869277954
1318,10000,2,50,5,Partial,1.0332794189453125
1319,10000,2,50,5,sklearn,2.2592785358428955
1320,10000,2,50,10,Full,1.725461721420288
1321,10000,2,50,10,Partial,1.0882997512817383
1322,10000,2,50,10,sklearn,2.234140634536743
1323,10000,2,50,10,Full,1.7376618385314941
1324,10000,2,50,10,Partial,1.0975966453552246
1325,10000,2,50,10,sklearn,2.227543354034424
1326,10000,2,50,10,Full,1.7289814949035645
1327,10000,2,50,10,Partial,1.0880839824676514
1328,10000,2,50,10,sklearn,2.228569507598877
1329,10000,2,50,10,Full,1.7378461360931396
1330,10000,2,50,10,Partial,1.0989181995391846
1331,10000,2,50,10,sklearn,2.2365047931671143
1332,10000,2,50,10,Full,1.7300372123718262
1333,10000,2,50,10,Partial,1.0910630226135254
1334,10000,2,50,10,sklearn,2.227085590362549
1335,10000,2,50,10,Full,1.7358429431915283
1336,10000,2,50,10,Partial,1.0932796001434326
1337,10000,2,50,10,sklearn,2.228156566619873
1338,10000,2,50,10,Full,1.742074966430664
1339,10000,2,50,10,Partial,1.0917024612426758
1340,10000,2,50,10,sklearn,2.232318639755249
1341,10000,2,50,10,Full,1.7401065826416016
1342,10000,2,50,10,Partial,1.0969340801239014
1343,10000,2,50,10,sklearn,2.236435890197754
1344,10000,2,50,10,Full,1.7388992309570312
1345,10000,2,50,10,Partial,1.088099718093872
1346,10000,2,50,10,sklearn,2.2390072345733643
1347,10000,2,50,10,Full,1.7494761943817139
1348,10000,2,50,10,Partial,1.0917739868164062
1349,10000,2,50,10,sklearn,2.236734390258789
1350,10000,2,50,20,Full,1.7475464344024658
1351,10000,2,50,20,Partial,1.3003637790679932
1352,10000,2,50,20,sklearn,2.2314388751983643
1353,10000,2,50,20,Full,1.736358642578125
1354,10000,2,50,20,Partial,1.3069367408752441
1355,10000,2,50,20,sklearn,2.215712547302246
1356,10000,2,50,20,Full,1.744605302810669
1357,10000,2,50,20,Partial,1.3079030513763428
1358,10000,2,50,20,sklearn,2.211862325668335
1359,10000,2,50,20,Full,1.7359647750854492
1360,10000,2,50,20,Partial,1.3030123710632324
1361,10000,2,50,20,sklearn,2.2106082439422607
1362,10000,2,50,20,Full,1.725569725036621
1363,10000,2,50,20,Partial,1.31038498878479
1364,10000,2,50,20,sklearn,2.212575912475586
1365,10000,2,50,20,Full,1.7270574569702148
1366,10000,2,50,20,Partial,1.3112413883209229
1367,10000,2,50,20,sklearn,2.2190771102905273
1368,10000,2,50,20,Full,1.7258086204528809
1369,10000,2,50,20,Partial,1.3043198585510254
1370,10000,2,50,20,sklearn,2.2177133560180664
1371,10000,2,50,20,Full,1.7263197898864746
1372,10000,2,50,20,Partial,1.302560567855835
1373,10000,2,50,20,sklearn,2.216799020767212
1374,10000,2,50,20,Full,1.734419584274292
1375,10000,2,50,20,Partial,1.3094093799591064
1376,10000,2,50,20,sklearn,2.2091753482818604
1377,10000,2,50,20,Full,1.7254712581634521
1378,10000,2,50,20,Partial,1.30898118019104
1379,10000,2,50,20,sklearn,2.2163376808166504
1380,10000,2,50,30,Full,1.732184886932373
1381,10000,2,50,30,Partial,1.4230341911315918
1382,10000,2,50,30,sklearn,2.223870277404785
1383,10000,2,50,30,Full,1.7271924018859863
1384,10000,2,50,30,Partial,1.4001367092132568
1385,10000,2,50,30,sklearn,2.20817494392395
1386,10000,2,50,30,Full,1.734130620956421
1387,10000,2,50,30,Partial,1.4171183109283447
1388,10000,2,50,30,sklearn,2.2093281745910645
1389,10000,2,50,30,Full,1.7253851890563965
1390,10000,2,50,30,Partial,1.412562608718872
1391,10000,2,50,30,sklearn,2.2324953079223633
1392,10000,2,50,30,Full,1.7209751605987549
1393,10000,2,50,30,Partial,1.418485403060913
1394,10000,2,50,30,sklearn,2.2135567665100098
1395,10000,2,50,30,Full,1.729313850402832
1396,10000,2,50,30,Partial,1.4150714874267578
1397,10000,2,50,30,sklearn,2.220691442489624
1398,10000,2,50,30,Full,1.7271409034729004
1399,10000,2,50,30,Partial,1.4219107627868652
1400,10000,2,50,30,sklearn,2.2128231525421143
1401,10000,2,50,30,Full,1.7286531925201416
1402,10000,2,50,30,Partial,1.4184114933013916
1403,10000,2,50,30,sklearn,2.2165660858154297
1404,10000,2,50,30,Full,1.730971097946167
1405,10000,2,50,30,Partial,1.4205191135406494
1406,10000,2,50,30,sklearn,2.210678815841675
1407,10000,2,50,30,Full,1.735137939453125
1408,10000,2,50,30,Partial,1.4200425148010254
1409,10000,2,50,30,sklearn,2.216026782989502
1410,10000,2,50,40,Full,1.730571985244751
1411,10000,2,50,40,Partial,1.5863087177276611
1412,10000,2,50,40,sklearn,2.219796657562256
1413,10000,2,50,40,Full,1.7333412170410156
1414,10000,2,50,40,Partial,1.584618330001831
1415,10000,2,50,40,sklearn,2.239763021469116
1416,10000,2,50,40,Full,1.7390387058258057
1417,10000,2,50,40,Partial,1.5810472965240479
1418,10000,2,50,40,sklearn,2.2231521606445312
1419,10000,2,50,40,Full,1.730597734451294
1420,10000,2,50,40,Partial,1.5836687088012695
1421,10000,2,50,40,sklearn,2.2177236080169678
1422,10000,2,50,40,Full,1.7309925556182861
1423,10000,2,50,40,Partial,1.5903687477111816
1424,10000,2,50,40,sklearn,2.2334234714508057
1425,10000,2,50,40,Full,1.7701115608215332
1426,10000,2,50,40,Partial,1.586883783340454
1427,10000,2,50,40,sklearn,2.2292823791503906
1428,10000,2,50,40,Full,1.7289416790008545
1429,10000,2,50,40,Partial,1.6140098571777344
1430,10000,2,50,40,sklearn,2.2175073623657227
1431,10000,2,50,40,Full,1.7319326400756836
1432,10000,2,50,40,Partial,1.586890697479248
1433,10000,2,50,40,sklearn,2.219001531600952
1434,10000,2,50,40,Full,1.7253961563110352
1435,10000,2,50,40,Partial,1.5833039283752441
1436,10000,2,50,40,sklearn,2.2178287506103516
1437,10000,2,50,40,Full,1.7354505062103271
1438,10000,2,50,40,Partial,1.5880250930786133
1439,10000,2,50,40,sklearn,2.2199673652648926
1440,10000,2,50,50,Full,1.7387514114379883
1441,10000,2,50,50,Partial,1.7147140502929688
1442,10000,2,50,50,sklearn,2.2226271629333496
1443,10000,2,50,50,Full,1.7370948791503906
1444,10000,2,50,50,Partial,1.709895372390747
1445,10000,2,50,50,sklearn,2.215226888656616
1446,10000,2,50,50,Full,1.7296338081359863
1447,10000,2,50,50,Partial,1.6921703815460205
1448,10000,2,50,50,sklearn,2.220763921737671
1449,10000,2,50,50,Full,1.7282438278198242
1450,10000,2,50,50,Partial,1.7237470149993896
1451,10000,2,50,50,sklearn,2.2141802310943604
1452,10000,2,50,50,Full,1.7372488975524902
1453,10000,2,50,50,Partial,1.7044410705566406
1454,10000,2,50,50,sklearn,2.213898181915283
1455,10000,2,50,50,Full,1.7304515838623047
1456,10000,2,50,50,Partial,1.7230637073516846
1457,10000,2,50,50,sklearn,2.214231014251709
1458,10000,2,50,50,Full,1.7316582202911377
1459,10000,2,50,50,Partial,1.7092211246490479
1460,10000,2,50,50,sklearn,2.209963321685791
1461,10000,2,50,50,Full,1.729593276977539
1462,10000,2,50,50,Partial,1.709716796875
1463,10000,2,50,50,sklearn,2.219496488571167
1464,10000,2,50,50,Full,1.733870506286621
1465,10000,2,50,50,Partial,1.7097010612487793
1466,10000,2,50,50,sklearn,2.2206952571868896
1467,10000,2,50,50,Full,1.7287359237670898
1468,10000,2,50,50,Partial,1.7098538875579834
1469,10000,2,50,50,sklearn,2.2208499908447266
1470,10000,50,50,1,Full,3.2251174449920654
1471,10000,50,50,1,Partial,1.67494797706604
1472,10000,50,50,1,sklearn,3.6938068866729736
1473,10000,50,50,1,Full,3.2131459712982178
1474,10000,50,50,1,Partial,1.6843090057373047
1475,10000,50,50,1,sklearn,3.6935184001922607
1476,10000,50,50,1,Full,3.2407069206237793
1477,10000,50,50,1,Partial,1.6821863651275635
1478,10000,50,50,1,sklearn,3.714538097381592
1479,10000,50,50,1,Full,3.2290146350860596
1480,10000,50,50,1,Partial,1.6800789833068848
1481,10000,50,50,1,sklearn,3.713480234146118
1482,10000,50,50,1,Full,3.2080538272857666
1483,10000,50,50,1,Partial,1.6824162006378174
1484,10000,50,50,1,sklearn,3.7079017162323
1485,10000,50,50,1,Full,3.2190802097320557
1486,10000,50,50,1,Partial,1.6809179782867432
1487,10000,50,50,1,sklearn,3.7094573974609375
1488,10000,50,50,1,Full,3.218144178390503
1489,10000,50,50,1,Partial,1.68369722366333
1490,10000,50,50,1,sklearn,3.709794282913208
1491,10000,50,50,1,Full,3.2170803546905518
1492,10000,50,50,1,Partial,1.684178352355957
1493,10000,50,50,1,sklearn,3.7068512439727783
1494,10000,50,50,1,Full,3.2149267196655273
1495,10000,50,50,1,Partial,1.680811882019043
1496,10000,50,50,1,sklearn,3.7147459983825684
1497,10000,50,50,1,Full,3.2364020347595215
1498,10000,50,50,1,Partial,1.6888306140899658
1499,10000,50,50,1,sklearn,3.7076256275177
1500,10000,50,50,5,Full,3.218109130859375
1501,10000,50,50,5,Partial,1.8184871673583984
1502,10000,50,50,5,sklearn,3.711656093597412
1503,10000,50,50,5,Full,3.2174994945526123
1504,10000,50,50,5,Partial,1.8117103576660156
1505,10000,50,50,5,sklearn,3.6944217681884766
1506,10000,50,50,5,Full,3.223910331726074
1507,10000,50,50,5,Partial,1.8219776153564453
1508,10000,50,50,5,sklearn,3.728734254837036
1509,10000,50,50,5,Full,3.220832347869873
1510,10000,50,50,5,Partial,1.8144519329071045
1511,10000,50,50,5,sklearn,3.722047805786133
1512,10000,50,50,5,Full,3.2397103309631348
1513,10000,50,50,5,Partial,1.8258697986602783
1514,10000,50,50,5,sklearn,3.724374294281006
1515,10000,50,50,5,Full,3.2335073947906494
1516,10000,50,50,5,Partial,1.818155288696289
1517,10000,50,50,5,sklearn,3.7475757598876953
1518,10000,50,50,5,Full,3.2153937816619873
1519,10000,50,50,5,Partial,1.8432726860046387
1520,10000,50,50,5,sklearn,3.7148334980010986
1521,10000,50,50,5,Full,3.222536325454712
1522,10000,50,50,5,Partial,1.8222613334655762
1523,10000,50,50,5,sklearn,3.7243120670318604
1524,10000,50,50,5,Full,3.2300491333007812
1525,10000,50,50,5,Partial,1.8214683532714844
1526,10000,50,50,5,sklearn,3.7185966968536377
1527,10000,50,50,5,Full,3.2262542247772217
1528,10000,50,50,5,Partial,1.8218159675598145
1529,10000,50,50,5,sklearn,3.712707042694092
1530,10000,50,50,10,Full,3.229182481765747
1531,10000,50,50,10,Partial,2.151620626449585
1532,10000,50,50,10,sklearn,3.707988739013672
1533,10000,50,50,10,Full,3.2282516956329346
1534,10000,50,50,10,Partial,2.163064479827881
1535,10000,50,50,10,sklearn,3.7059390544891357
1536,10000,50,50,10,Full,3.229665756225586
1537,10000,50,50,10,Partial,2.1619718074798584
1538,10000,50,50,10,sklearn,3.7392590045928955
1539,10000,50,50,10,Full,3.2255258560180664
1540,10000,50,50,10,Partial,2.1629841327667236
1541,10000,50,50,10,sklearn,3.6965174674987793
1542,10000,50,50,10,Full,3.2174601554870605
1543,10000,50,50,10,Partial,2.172342538833618
1544,10000,50,50,10,sklearn,3.7130093574523926
1545,10000,50,50,10,Full,3.2178585529327393
1546,10000,50,50,10,Partial,2.164231777191162
1547,10000,50,50,10,sklearn,3.714174270629883
1548,10000,50,50,10,Full,3.2129032611846924
1549,10000,50,50,10,Partial,2.1593422889709473
1550,10000,50,50,10,sklearn,3.706899642944336
1551,10000,50,50,10,Full,3.2098464965820312
1552,10000,50,50,10,Partial,2.1645095348358154
1553,10000,50,50,10,sklearn,3.7011218070983887
1554,10000,50,50,10,Full,3.2148959636688232
1555,10000,50,50,10,Partial,2.1636106967926025
1556,10000,50,50,10,sklearn,3.706937313079834
1557,10000,50,50,10,Full,3.2565066814422607
1558,10000,50,50,10,Partial,2.1670563220977783
1559,10000,50,50,10,sklearn,3.7197043895721436
1560,10000,50,50,20,Full,3.2312066555023193
1561,10000,50,50,20,Partial,2.55427622795105
1562,10000,50,50,20,sklearn,3.7304234504699707
1563,10000,50,50,20,Full,3.214581251144409
1564,10000,50,50,20,Partial,2.552746057510376
1565,10000,50,50,20,sklearn,3.7106943130493164
1566,10000,50,50,20,Full,3.2344894409179688
1567,10000,50,50,20,Partial,2.5644991397857666
1568,10000,50,50,20,sklearn,3.7334470748901367
1569,10000,50,50,20,Full,3.2458786964416504
1570,10000,50,50,20,Partial,2.5752203464508057
1571,10000,50,50,20,sklearn,3.7223079204559326
1572,10000,50,50,20,Full,3.239872455596924
1573,10000,50,50,20,Partial,2.5626907348632812
1574,10000,50,50,20,sklearn,3.7252488136291504
1575,10000,50,50,20,Full,3.2320268154144287
1576,10000,50,50,20,Partial,2.5697901248931885
1577,10000,50,50,20,sklearn,3.7015650272369385
1578,10000,50,50,20,Full,3.245288372039795
1579,10000,50,50,20,Partial,2.552002191543579
1580,10000,50,50,20,sklearn,3.7222378253936768
1581,10000,50,50,20,Full,3.239179849624634
1582,10000,50,50,20,Partial,2.547208070755005
1583,10000,50,50,20,sklearn,3.706726551055908
1584,10000,50,50,20,Full,3.2233831882476807
1585,10000,50,50,20,Partial,2.548750162124634
1586,10000,50,50,20,sklearn,3.7093472480773926
1587,10000,50,50,20,Full,3.228402853012085
1588,10000,50,50,20,Partial,2.5556511878967285
1589,10000,50,50,20,sklearn,3.7089242935180664
1590,10000,50,50,30,Full,3.219975233078003
1591,10000,50,50,30,Partial,3.1980109214782715
1592,10000,50,50,30,sklearn,3.71713924407959
1593,10000,50,50,30,Full,3.2195775508880615
1594,10000,50,50,30,Partial,3.2045915126800537
1595,10000,50,50,30,sklearn,3.7238214015960693
1596,10000,50,50,30,Full,3.2377655506134033
1597,10000,50,50,30,Partial,3.1923320293426514
1598,10000,50,50,30,sklearn,3.718996286392212
1599,10000,50,50,30,Full,3.2084131240844727
1600,10000,50,50,30,Partial,3.212554931640625
1601,10000,50,50,30,sklearn,3.697829484939575
1602,10000,50,50,30,Full,3.2176413536071777
1603,10000,50,50,30,Partial,3.199923276901245
1604,10000,50,50,30,sklearn,3.7059147357940674
1605,10000,50,50,30,Full,3.229013442993164
1606,10000,50,50,30,Partial,3.2011380195617676
1607,10000,50,50,30,sklearn,3.699122667312622
1608,10000,50,50,30,Full,3.2193667888641357
1609,10000,50,50,30,Partial,3.1927590370178223
1610,10000,50,50,30,sklearn,3.7065958976745605
1611,10000,50,50,30,Full,3.2155051231384277
1612,10000,50,50,30,Partial,3.2048981189727783
1613,10000,50,50,30,sklearn,3.738687038421631
1614,10000,50,50,30,Full,3.228701114654541
1615,10000,50,50,30,Partial,3.1895580291748047
1616,10000,50,50,30,sklearn,3.7106311321258545
1617,10000,50,50,30,Full,3.242194890975952
1618,10000,50,50,30,Partial,3.2023987770080566
1619,10000,50,50,30,sklearn,3.7209415435791016
1620,10000,50,50,40,Full,3.289124011993408
1621,10000,50,50,40,Partial,3.587049961090088
1622,10000,50,50,40,sklearn,3.765244245529175
1623,10000,50,50,40,Full,3.2664899826049805
1624,10000,50,50,40,Partial,3.5836970806121826
1625,10000,50,50,40,sklearn,3.755915880203247
1626,10000,50,50,40,Full,3.285224676132202
1627,10000,50,50,40,Partial,3.5821139812469482
1628,10000,50,50,40,sklearn,3.768508195877075
1629,10000,50,50,40,Full,3.28499174118042
1630,10000,50,50,40,Partial,3.5968799591064453
1631,10000,50,50,40,sklearn,3.7930047512054443
1632,10000,50,50,40,Full,3.274942636489868
1633,10000,50,50,40,Partial,3.583021879196167
1634,10000,50,50,40,sklearn,3.769101142883301
1635,10000,50,50,40,Full,3.275045871734619
1636,10000,50,50,40,Partial,3.6166770458221436
1637,10000,50,50,40,sklearn,3.7790040969848633
1638,10000,50,50,40,Full,3.2850096225738525
1639,10000,50,50,40,Partial,3.5879666805267334
1640,10000,50,50,40,sklearn,3.7775490283966064
1641,10000,50,50,40,Full,3.300222158432007
1642,10000,50,50,40,Partial,3.6044039726257324
1643,10000,50,50,40,sklearn,3.770603895187378
1644,10000,50,50,40,Full,3.274078130722046
1645,10000,50,50,40,Partial,3.6050093173980713
1646,10000,50,50,40,sklearn,3.786285400390625
1647,10000,50,50,40,Full,3.297473669052124
1648,10000,50,50,40,Partial,3.63677978515625
1649,10000,50,50,40,sklearn,3.7738003730773926
1650,10000,50,50,50,Full,3.3002285957336426
1651,10000,50,50,50,Partial,3.967128276824951
1652,10000,50,50,50,sklearn,3.796321392059326
1653,10000,50,50,50,Full,3.287433385848999
1654,10000,50,50,50,Partial,3.938673973083496
1655,10000,50,50,50,sklearn,3.7821474075317383
1656,10000,50,50,50,Full,3.3021414279937744
1657,10000,50,50,50,Partial,3.9601190090179443
1658,10000,50,50,50,sklearn,3.785534143447876
1659,10000,50,50,50,Full,3.293647050857544
1660,10000,50,50,50,Partial,3.9067301750183105
1661,10000,50,50,50,sklearn,3.7747137546539307
1662,10000,50,50,50,Full,3.290253162384033
1663,10000,50,50,50,Partial,3.91141414642334
1664,10000,50,50,50,sklearn,3.9310262203216553
1665,10000,50,50,50,Full,3.2658584117889404
1666,10000,50,50,50,Partial,3.894660234451294
1667,10000,50,50,50,sklearn,3.7660605907440186
1668,10000,50,50,50,Full,3.269683361053467
1669,10000,50,50,50,Partial,3.8787293434143066
1670,10000,50,50,50,sklearn,3.7657229900360107
1671,10000,50,50,50,Full,3.2704992294311523
1672,10000,50,50,50,Partial,3.875202178955078
1673,10000,50,50,50,sklearn,3.753469944000244
1674,10000,50,50,50,Full,3.2674758434295654
1675,10000,50,50,50,Partial,3.871779203414917
1676,10000,50,50,50,sklearn,3.742901563644409
1677,10000,50,50,50,Full,3.2673096656799316
1678,10000,50,50,50,Partial,3.8760721683502197
1679,10000,50,50,50,sklearn,3.7618818283081055
1680,10000,100,50,1,Full,5.536259889602661
1681,10000,100,50,1,Partial,2.7765958309173584
1682,10000,100,50,1,sklearn,6.031876564025879
1683,10000,100,50,1,Full,5.461520195007324
1684,10000,100,50,1,Partial,2.7996504306793213
1685,10000,100,50,1,sklearn,5.93830132484436
1686,10000,100,50,1,Full,5.420586585998535
1687,10000,100,50,1,Partial,2.747147798538208
1688,10000,100,50,1,sklearn,5.9288153648376465
1689,10000,100,50,1,Full,5.4269115924835205
1690,10000,100,50,1,Partial,2.768310785293579
1691,10000,100,50,1,sklearn,5.895461320877075
1692,10000,100,50,1,Full,5.4277567863464355
1693,10000,100,50,1,Partial,2.7656660079956055
1694,10000,100,50,1,sklearn,5.919811010360718
1695,10000,100,50,1,Full,5.432841777801514
1696,10000,100,50,1,Partial,2.7646267414093018
1697,10000,100,50,1,sklearn,5.887287378311157
1698,10000,100,50,1,Full,5.401637554168701
1699,10000,100,50,1,Partial,2.7465085983276367
1700,10000,100,50,1,sklearn,5.903279542922974
1701,10000,100,50,1,Full,5.416196823120117
1702,10000,100,50,1,Partial,2.768810272216797
1703,10000,100,50,1,sklearn,5.8919432163238525
1704,10000,100,50,1,Full,5.402710914611816
1705,10000,100,50,1,Partial,2.7671256065368652
1706,10000,100,50,1,sklearn,5.926314353942871
1707,10000,100,50,1,Full,5.430866003036499
1708,10000,100,50,1,Partial,2.7604143619537354
1709,10000,100,50,1,sklearn,5.905049085617065
1710,10000,100,50,5,Full,5.434502601623535
1711,10000,100,50,5,Partial,2.9687304496765137
1712,10000,100,50,5,sklearn,5.895549535751343
1713,10000,100,50,5,Full,5.411292791366577
1714,10000,100,50,5,Partial,2.9459991455078125
1715,10000,100,50,5,sklearn,5.922391176223755
1716,10000,100,50,5,Full,5.447220087051392
1717,10000,100,50,5,Partial,2.9704649448394775
1718,10000,100,50,5,sklearn,5.929525852203369
1719,10000,100,50,5,Full,5.417899131774902
1720,10000,100,50,5,Partial,2.939044713973999
1721,10000,100,50,5,sklearn,5.9419801235198975
1722,10000,100,50,5,Full,5.440352439880371
1723,10000,100,50,5,Partial,2.962161064147949
1724,10000,100,50,5,sklearn,5.891002655029297
