,# Examples,Dimensionality,Number of Clusters,Proportion Changes,Method,Time (s)
0,1000,2,50,1,Full,0.056836605072021484
1,1000,2,50,1,Partial,0.04934406280517578
2,1000,2,50,1,sklearn,0.018763303756713867
3,1000,2,50,1,Full,0.0518796443939209
4,1000,2,50,1,Partial,0.04896855354309082
5,1000,2,50,1,sklearn,0.01641559600830078
6,1000,2,50,1,Full,0.05226445198059082
7,1000,2,50,1,Partial,0.049492597579956055
8,1000,2,50,1,sklearn,0.016179323196411133
9,1000,2,50,1,Full,0.05178666114807129
10,1000,2,50,1,Partial,0.04854869842529297
11,1000,2,50,1,sklearn,0.016160964965820312
12,1000,2,50,1,Full,0.05221056938171387
13,1000,2,50,1,Partial,0.04896378517150879
14,1000,2,50,1,sklearn,0.0163116455078125
15,1000,2,50,1,Full,0.05191850662231445
16,1000,2,50,1,Partial,0.04900503158569336
17,1000,2,50,1,sklearn,0.016077280044555664
18,1000,2,50,1,Full,0.051949501037597656
19,1000,2,50,1,Partial,0.0483701229095459
20,1000,2,50,1,sklearn,0.015997886657714844
21,1000,2,50,1,Full,0.05223536491394043
22,1000,2,50,1,Partial,0.050229549407958984
23,1000,2,50,1,sklearn,0.017334699630737305
24,1000,2,50,1,Full,0.05319929122924805
25,1000,2,50,1,Partial,0.04952406883239746
26,1000,2,50,1,sklearn,0.016134977340698242
27,1000,2,50,1,Full,0.05188345909118652
28,1000,2,50,1,Partial,0.049236297607421875
29,1000,2,50,1,sklearn,0.01615166664123535
30,1000,2,50,5,Full,0.05258512496948242
31,1000,2,50,5,Partial,0.05163145065307617
32,1000,2,50,5,sklearn,0.018443584442138672
33,1000,2,50,5,Full,0.05182504653930664
34,1000,2,50,5,Partial,0.05014610290527344
35,1000,2,50,5,sklearn,0.01634979248046875
36,1000,2,50,5,Full,0.052025794982910156
37,1000,2,50,5,Partial,0.05082440376281738
38,1000,2,50,5,sklearn,0.016020536422729492
39,1000,2,50,5,Full,0.05181407928466797
40,1000,2,50,5,Partial,0.050118207931518555
41,1000,2,50,5,sklearn,0.016053199768066406
42,1000,2,50,5,Full,0.051853179931640625
43,1000,2,50,5,Partial,0.0506136417388916
44,1000,2,50,5,sklearn,0.01594996452331543
45,1000,2,50,5,Full,0.05563497543334961
46,1000,2,50,5,Partial,0.050725698471069336
47,1000,2,50,5,sklearn,0.016055583953857422
48,1000,2,50,5,Full,0.05328869819641113
49,1000,2,50,5,Partial,0.05121493339538574
50,1000,2,50,5,sklearn,0.01606130599975586
51,1000,2,50,5,Full,0.052382707595825195
52,1000,2,50,5,Partial,0.051238059997558594
53,1000,2,50,5,sklearn,0.016092777252197266
54,1000,2,50,5,Full,0.05201363563537598
55,1000,2,50,5,Partial,0.05136871337890625
56,1000,2,50,5,sklearn,0.01617264747619629
57,1000,2,50,5,Full,0.05182647705078125
58,1000,2,50,5,Partial,0.05059027671813965
59,1000,2,50,5,sklearn,0.016053199768066406
60,1000,2,50,10,Full,0.05234837532043457
61,1000,2,50,10,Partial,0.057788848876953125
62,1000,2,50,10,sklearn,0.016158580780029297
63,1000,2,50,10,Full,0.0514979362487793
64,1000,2,50,10,Partial,0.05790972709655762
65,1000,2,50,10,sklearn,0.016104698181152344
66,1000,2,50,10,Full,0.052262306213378906
67,1000,2,50,10,Partial,0.057356834411621094
68,1000,2,50,10,sklearn,0.015961408615112305
69,1000,2,50,10,Full,0.05159616470336914
70,1000,2,50,10,Partial,0.05754446983337402
71,1000,2,50,10,sklearn,0.016021251678466797
72,1000,2,50,10,Full,0.05279183387756348
73,1000,2,50,10,Partial,0.057776451110839844
74,1000,2,50,10,sklearn,0.016244173049926758
75,1000,2,50,10,Full,0.05203366279602051
76,1000,2,50,10,Partial,0.05798959732055664
77,1000,2,50,10,sklearn,0.01617264747619629
78,1000,2,50,10,Full,0.05124092102050781
79,1000,2,50,10,Partial,0.05749845504760742
80,1000,2,50,10,sklearn,0.015790939331054688
81,1000,2,50,10,Full,0.05162310600280762
82,1000,2,50,10,Partial,0.05686187744140625
83,1000,2,50,10,sklearn,0.015799283981323242
84,1000,2,50,10,Full,0.05112957954406738
85,1000,2,50,10,Partial,0.05737590789794922
86,1000,2,50,10,sklearn,0.016180992126464844
87,1000,2,50,10,Full,0.05557656288146973
88,1000,2,50,10,Partial,0.06028914451599121
89,1000,2,50,10,sklearn,0.016312599182128906
90,1000,2,50,20,Full,0.05204010009765625
91,1000,2,50,20,Partial,0.061807870864868164
92,1000,2,50,20,sklearn,0.016170024871826172
93,1000,2,50,20,Full,0.05252647399902344
94,1000,2,50,20,Partial,0.06158804893493652
95,1000,2,50,20,sklearn,0.016649246215820312
96,1000,2,50,20,Full,0.05275702476501465
97,1000,2,50,20,Partial,0.06138920783996582
98,1000,2,50,20,sklearn,0.01689434051513672
99,1000,2,50,20,Full,0.05144047737121582
100,1000,2,50,20,Partial,0.061812639236450195
101,1000,2,50,20,sklearn,0.016127586364746094
102,1000,2,50,20,Full,0.05200004577636719
103,1000,2,50,20,Partial,0.06183362007141113
104,1000,2,50,20,sklearn,0.015967607498168945
105,1000,2,50,20,Full,0.052074432373046875
106,1000,2,50,20,Partial,0.06124711036682129
107,1000,2,50,20,sklearn,0.016107797622680664
108,1000,2,50,20,Full,0.051705121994018555
109,1000,2,50,20,Partial,0.061186790466308594
110,1000,2,50,20,sklearn,0.016109704971313477
111,1000,2,50,20,Full,0.051518917083740234
112,1000,2,50,20,Partial,0.06142783164978027
113,1000,2,50,20,sklearn,0.016220808029174805
114,1000,2,50,20,Full,0.05153226852416992
115,1000,2,50,20,Partial,0.061514854431152344
116,1000,2,50,20,sklearn,0.016139745712280273
117,1000,2,50,20,Full,0.05197954177856445
118,1000,2,50,20,Partial,0.06293511390686035
119,1000,2,50,20,sklearn,0.016440629959106445
120,1000,2,50,30,Full,0.05190467834472656
121,1000,2,50,30,Partial,0.07363557815551758
122,1000,2,50,30,sklearn,0.015932321548461914
123,1000,2,50,30,Full,0.051435232162475586
124,1000,2,50,30,Partial,0.0738670825958252
125,1000,2,50,30,sklearn,0.016122817993164062
126,1000,2,50,30,Full,0.051532745361328125
127,1000,2,50,30,Partial,0.07412004470825195
128,1000,2,50,30,sklearn,0.015980243682861328
129,1000,2,50,30,Full,0.051552534103393555
130,1000,2,50,30,Partial,0.07425737380981445
131,1000,2,50,30,sklearn,0.016223430633544922
132,1000,2,50,30,Full,0.05195450782775879
133,1000,2,50,30,Partial,0.07425761222839355
134,1000,2,50,30,sklearn,0.01590561866760254
135,1000,2,50,30,Full,0.05201888084411621
136,1000,2,50,30,Partial,0.07411694526672363
137,1000,2,50,30,sklearn,0.01618504524230957
138,1000,2,50,30,Full,0.051924943923950195
139,1000,2,50,30,Partial,0.07515764236450195
140,1000,2,50,30,sklearn,0.016157150268554688
141,1000,2,50,30,Full,0.05108451843261719
142,1000,2,50,30,Partial,0.07401561737060547
143,1000,2,50,30,sklearn,0.016172170639038086
144,1000,2,50,30,Full,0.05176591873168945
145,1000,2,50,30,Partial,0.07338142395019531
146,1000,2,50,30,sklearn,0.016381502151489258
147,1000,2,50,30,Full,0.05199241638183594
148,1000,2,50,30,Partial,0.07375717163085938
149,1000,2,50,30,sklearn,0.016226768493652344
150,1000,2,50,40,Full,0.05158710479736328
151,1000,2,50,40,Partial,0.09037351608276367
152,1000,2,50,40,sklearn,0.01598215103149414
153,1000,2,50,40,Full,0.05097365379333496
154,1000,2,50,40,Partial,0.09007811546325684
155,1000,2,50,40,sklearn,0.015987157821655273
156,1000,2,50,40,Full,0.05171513557434082
157,1000,2,50,40,Partial,0.09272599220275879
158,1000,2,50,40,sklearn,0.01681351661682129
159,1000,2,50,40,Full,0.05306720733642578
160,1000,2,50,40,Partial,0.09187722206115723
161,1000,2,50,40,sklearn,0.016143083572387695
162,1000,2,50,40,Full,0.05186915397644043
163,1000,2,50,40,Partial,0.08990859985351562
164,1000,2,50,40,sklearn,0.0161287784576416
165,1000,2,50,40,Full,0.05644345283508301
166,1000,2,50,40,Partial,0.09790563583374023
167,1000,2,50,40,sklearn,0.017085552215576172
168,1000,2,50,40,Full,0.05495643615722656
169,1000,2,50,40,Partial,0.09421396255493164
170,1000,2,50,40,sklearn,0.01640033721923828
171,1000,2,50,40,Full,0.05242109298706055
172,1000,2,50,40,Partial,0.09291911125183105
173,1000,2,50,40,sklearn,0.016030550003051758
174,1000,2,50,40,Full,0.05189704895019531
175,1000,2,50,40,Partial,0.08965325355529785
176,1000,2,50,40,sklearn,0.0161590576171875
177,1000,2,50,40,Full,0.0517270565032959
178,1000,2,50,40,Partial,0.0930490493774414
179,1000,2,50,40,sklearn,0.01642584800720215
180,1000,2,50,50,Full,0.05304718017578125
181,1000,2,50,50,Partial,0.09576964378356934
182,1000,2,50,50,sklearn,0.01630711555480957
183,1000,2,50,50,Full,0.05277514457702637
184,1000,2,50,50,Partial,0.09525752067565918
185,1000,2,50,50,sklearn,0.01641988754272461
186,1000,2,50,50,Full,0.05151104927062988
187,1000,2,50,50,Partial,0.09308266639709473
188,1000,2,50,50,sklearn,0.01605081558227539
189,1000,2,50,50,Full,0.051934003829956055
190,1000,2,50,50,Partial,0.09398412704467773
191,1000,2,50,50,sklearn,0.01600956916809082
192,1000,2,50,50,Full,0.05120491981506348
193,1000,2,50,50,Partial,0.09395408630371094
194,1000,2,50,50,sklearn,0.01604008674621582
195,1000,2,50,50,Full,0.05164766311645508
196,1000,2,50,50,Partial,0.09620928764343262
197,1000,2,50,50,sklearn,0.016279220581054688
198,1000,2,50,50,Full,0.05292820930480957
199,1000,2,50,50,Partial,0.09541440010070801
200,1000,2,50,50,sklearn,0.01606297492980957
201,1000,2,50,50,Full,0.05128955841064453
202,1000,2,50,50,Partial,0.09406256675720215
203,1000,2,50,50,sklearn,0.016255855560302734
204,1000,2,50,50,Full,0.0514073371887207
205,1000,2,50,50,Partial,0.09467005729675293
206,1000,2,50,50,sklearn,0.016099214553833008
207,1000,2,50,50,Full,0.05170083045959473
208,1000,2,50,50,Partial,0.09286212921142578
209,1000,2,50,50,sklearn,0.016704559326171875
210,1000,50,50,1,Full,0.06981062889099121
211,1000,50,50,1,Partial,0.05753922462463379
212,1000,50,50,1,sklearn,0.032942771911621094
213,1000,50,50,1,Full,0.0684819221496582
214,1000,50,50,1,Partial,0.056268930435180664
215,1000,50,50,1,sklearn,0.03141331672668457
216,1000,50,50,1,Full,0.0680990219116211
217,1000,50,50,1,Partial,0.05650639533996582
218,1000,50,50,1,sklearn,0.031789541244506836
219,1000,50,50,1,Full,0.06808948516845703
220,1000,50,50,1,Partial,0.05613541603088379
221,1000,50,50,1,sklearn,0.03165555000305176
222,1000,50,50,1,Full,0.06769847869873047
223,1000,50,50,1,Partial,0.054904937744140625
224,1000,50,50,1,sklearn,0.03084278106689453
225,1000,50,50,1,Full,0.06622982025146484
226,1000,50,50,1,Partial,0.055493831634521484
227,1000,50,50,1,sklearn,0.031053781509399414
228,1000,50,50,1,Full,0.06600642204284668
229,1000,50,50,1,Partial,0.054421424865722656
230,1000,50,50,1,sklearn,0.03068375587463379
231,1000,50,50,1,Full,0.06598997116088867
232,1000,50,50,1,Partial,0.05538058280944824
233,1000,50,50,1,sklearn,0.030757427215576172
234,1000,50,50,1,Full,0.06886911392211914
235,1000,50,50,1,Partial,0.056284189224243164
236,1000,50,50,1,sklearn,0.031777381896972656
237,1000,50,50,1,Full,0.06864094734191895
238,1000,50,50,1,Partial,0.05627799034118652
239,1000,50,50,1,sklearn,0.031580448150634766
240,1000,50,50,5,Full,0.07036709785461426
241,1000,50,50,5,Partial,0.060201406478881836
242,1000,50,50,5,sklearn,0.0321502685546875
243,1000,50,50,5,Full,0.06891512870788574
244,1000,50,50,5,Partial,0.05918741226196289
245,1000,50,50,5,sklearn,0.031583547592163086
246,1000,50,50,5,Full,0.06807351112365723
247,1000,50,50,5,Partial,0.058667659759521484
248,1000,50,50,5,sklearn,0.03255939483642578
249,1000,50,50,5,Full,0.06763935089111328
250,1000,50,50,5,Partial,0.05916118621826172
251,1000,50,50,5,sklearn,0.031516075134277344
252,1000,50,50,5,Full,0.06872320175170898
253,1000,50,50,5,Partial,0.057392120361328125
254,1000,50,50,5,sklearn,0.030853748321533203
255,1000,50,50,5,Full,0.07037901878356934
256,1000,50,50,5,Partial,0.060146331787109375
257,1000,50,50,5,sklearn,0.031793832778930664
258,1000,50,50,5,Full,0.07000112533569336
259,1000,50,50,5,Partial,0.05996823310852051
260,1000,50,50,5,sklearn,0.031330108642578125
261,1000,50,50,5,Full,0.06649017333984375
262,1000,50,50,5,Partial,0.057756900787353516
263,1000,50,50,5,sklearn,0.031006574630737305
264,1000,50,50,5,Full,0.06682038307189941
265,1000,50,50,5,Partial,0.05667996406555176
266,1000,50,50,5,sklearn,0.03091573715209961
267,1000,50,50,5,Full,0.06699657440185547
268,1000,50,50,5,Partial,0.05679798126220703
269,1000,50,50,5,sklearn,0.030496597290039062
270,1000,50,50,10,Full,0.07162189483642578
271,1000,50,50,10,Partial,0.0681753158569336
272,1000,50,50,10,sklearn,0.03229236602783203
273,1000,50,50,10,Full,0.07137203216552734
274,1000,50,50,10,Partial,0.06549620628356934
275,1000,50,50,10,sklearn,0.030537128448486328
276,1000,50,50,10,Full,0.06656217575073242
277,1000,50,50,10,Partial,0.06481027603149414
278,1000,50,50,10,sklearn,0.03040933609008789
279,1000,50,50,10,Full,0.06597495079040527
280,1000,50,50,10,Partial,0.06392908096313477
281,1000,50,50,10,sklearn,0.030516624450683594
282,1000,50,50,10,Full,0.06637740135192871
283,1000,50,50,10,Partial,0.06410026550292969
284,1000,50,50,10,sklearn,0.030770063400268555
285,1000,50,50,10,Full,0.06602239608764648
286,1000,50,50,10,Partial,0.0660698413848877
287,1000,50,50,10,sklearn,0.030520200729370117
288,1000,50,50,10,Full,0.0660698413848877
289,1000,50,50,10,Partial,0.06564664840698242
290,1000,50,50,10,sklearn,0.03041243553161621
291,1000,50,50,10,Full,0.06680035591125488
292,1000,50,50,10,Partial,0.06519389152526855
293,1000,50,50,10,sklearn,0.030752897262573242
294,1000,50,50,10,Full,0.06600546836853027
295,1000,50,50,10,Partial,0.0645751953125
296,1000,50,50,10,sklearn,0.030659198760986328
297,1000,50,50,10,Full,0.06630468368530273
298,1000,50,50,10,Partial,0.0644388198852539
299,1000,50,50,10,sklearn,0.030548810958862305
300,1000,50,50,20,Full,0.07015705108642578
301,1000,50,50,20,Partial,0.07974386215209961
302,1000,50,50,20,sklearn,0.03214001655578613
303,1000,50,50,20,Full,0.06695032119750977
304,1000,50,50,20,Partial,0.0751032829284668
305,1000,50,50,20,sklearn,0.03059101104736328
306,1000,50,50,20,Full,0.06802868843078613
307,1000,50,50,20,Partial,0.07576942443847656
308,1000,50,50,20,sklearn,0.030633926391601562
309,1000,50,50,20,Full,0.0656595230102539
310,1000,50,50,20,Partial,0.0755319595336914
311,1000,50,50,20,sklearn,0.03054356575012207
312,1000,50,50,20,Full,0.06603622436523438
313,1000,50,50,20,Partial,0.0755765438079834
314,1000,50,50,20,sklearn,0.030514955520629883
315,1000,50,50,20,Full,0.06602811813354492
316,1000,50,50,20,Partial,0.0759742259979248
317,1000,50,50,20,sklearn,0.030294179916381836
318,1000,50,50,20,Full,0.06599593162536621
319,1000,50,50,20,Partial,0.07594490051269531
320,1000,50,50,20,sklearn,0.03060746192932129
321,1000,50,50,20,Full,0.06557655334472656
322,1000,50,50,20,Partial,0.07653117179870605
323,1000,50,50,20,sklearn,0.030667781829833984
324,1000,50,50,20,Full,0.06812763214111328
325,1000,50,50,20,Partial,0.07532310485839844
326,1000,50,50,20,sklearn,0.030368328094482422
327,1000,50,50,20,Full,0.06675243377685547
328,1000,50,50,20,Partial,0.07647037506103516
329,1000,50,50,20,sklearn,0.032380104064941406
330,1000,50,50,30,Full,0.07061648368835449
331,1000,50,50,30,Partial,0.0975961685180664
332,1000,50,50,30,sklearn,0.03215622901916504
333,1000,50,50,30,Full,0.06742477416992188
334,1000,50,50,30,Partial,0.09128499031066895
335,1000,50,50,30,sklearn,0.030516386032104492
336,1000,50,50,30,Full,0.06658816337585449
337,1000,50,50,30,Partial,0.09136390686035156
338,1000,50,50,30,sklearn,0.030454158782958984
339,1000,50,50,30,Full,0.0672006607055664
340,1000,50,50,30,Partial,0.09178423881530762
341,1000,50,50,30,sklearn,0.03197503089904785
342,1000,50,50,30,Full,0.06602025032043457
343,1000,50,50,30,Partial,0.09096169471740723
344,1000,50,50,30,sklearn,0.030988216400146484
345,1000,50,50,30,Full,0.06580972671508789
346,1000,50,50,30,Partial,0.0908651351928711
347,1000,50,50,30,sklearn,0.03070688247680664
348,1000,50,50,30,Full,0.06638669967651367
349,1000,50,50,30,Partial,0.09043002128601074
350,1000,50,50,30,sklearn,0.0304567813873291
351,1000,50,50,30,Full,0.06695222854614258
352,1000,50,50,30,Partial,0.09217429161071777
353,1000,50,50,30,sklearn,0.03143143653869629
354,1000,50,50,30,Full,0.06621718406677246
355,1000,50,50,30,Partial,0.09226059913635254
356,1000,50,50,30,sklearn,0.03074359893798828
357,1000,50,50,30,Full,0.06633830070495605
358,1000,50,50,30,Partial,0.09100866317749023
359,1000,50,50,30,sklearn,0.030509233474731445
360,1000,50,50,40,Full,0.07027816772460938
361,1000,50,50,40,Partial,0.11005520820617676
362,1000,50,50,40,sklearn,0.031604766845703125
363,1000,50,50,40,Full,0.06692218780517578
364,1000,50,50,40,Partial,0.10509037971496582
365,1000,50,50,40,sklearn,0.030768156051635742
366,1000,50,50,40,Full,0.06649589538574219
367,1000,50,50,40,Partial,0.10534882545471191
368,1000,50,50,40,sklearn,0.032387733459472656
369,1000,50,50,40,Full,0.06802582740783691
370,1000,50,50,40,Partial,0.10494399070739746
371,1000,50,50,40,sklearn,0.03127336502075195
372,1000,50,50,40,Full,0.06669163703918457
373,1000,50,50,40,Partial,0.10480237007141113
374,1000,50,50,40,sklearn,0.030912399291992188
375,1000,50,50,40,Full,0.06672430038452148
376,1000,50,50,40,Partial,0.105224609375
377,1000,50,50,40,sklearn,0.030579566955566406
378,1000,50,50,40,Full,0.06624460220336914
379,1000,50,50,40,Partial,0.10460615158081055
380,1000,50,50,40,sklearn,0.031038284301757812
381,1000,50,50,40,Full,0.06668901443481445
382,1000,50,50,40,Partial,0.10508370399475098
383,1000,50,50,40,sklearn,0.030271053314208984
384,1000,50,50,40,Full,0.06705856323242188
385,1000,50,50,40,Partial,0.10411787033081055
386,1000,50,50,40,sklearn,0.030270814895629883
387,1000,50,50,40,Full,0.06620907783508301
388,1000,50,50,40,Partial,0.10529947280883789
389,1000,50,50,40,sklearn,0.03074026107788086
390,1000,50,50,50,Full,0.06966090202331543
391,1000,50,50,50,Partial,0.12169289588928223
392,1000,50,50,50,sklearn,0.031293392181396484
393,1000,50,50,50,Full,0.06645894050598145
394,1000,50,50,50,Partial,0.11547493934631348
395,1000,50,50,50,sklearn,0.030936002731323242
396,1000,50,50,50,Full,0.06631135940551758
397,1000,50,50,50,Partial,0.11731553077697754
398,1000,50,50,50,sklearn,0.030544757843017578
399,1000,50,50,50,Full,0.06668782234191895
400,1000,50,50,50,Partial,0.1163327693939209
401,1000,50,50,50,sklearn,0.0306854248046875
402,1000,50,50,50,Full,0.06646108627319336
403,1000,50,50,50,Partial,0.11598944664001465
404,1000,50,50,50,sklearn,0.030286312103271484
405,1000,50,50,50,Full,0.0666046142578125
406,1000,50,50,50,Partial,0.11507296562194824
407,1000,50,50,50,sklearn,0.030681610107421875
408,1000,50,50,50,Full,0.06643056869506836
409,1000,50,50,50,Partial,0.1172480583190918
410,1000,50,50,50,sklearn,0.0307772159576416
411,1000,50,50,50,Full,0.06634855270385742
412,1000,50,50,50,Partial,0.11608576774597168
413,1000,50,50,50,sklearn,0.030687332153320312
414,1000,50,50,50,Full,0.06615829467773438
415,1000,50,50,50,Partial,0.11693954467773438
416,1000,50,50,50,sklearn,0.03075098991394043
417,1000,50,50,50,Full,0.06642532348632812
418,1000,50,50,50,Partial,0.11523699760437012
419,1000,50,50,50,sklearn,0.03067493438720703
420,1000,100,50,1,Full,0.09192919731140137
421,1000,100,50,1,Partial,0.0687873363494873
422,1000,100,50,1,sklearn,0.05586957931518555
423,1000,100,50,1,Full,0.09019231796264648
424,1000,100,50,1,Partial,0.06770062446594238
425,1000,100,50,1,sklearn,0.053858041763305664
426,1000,100,50,1,Full,0.09062004089355469
427,1000,100,50,1,Partial,0.0676124095916748
428,1000,100,50,1,sklearn,0.0527949333190918
429,1000,100,50,1,Full,0.089508056640625
430,1000,100,50,1,Partial,0.06849169731140137
431,1000,100,50,1,sklearn,0.05534219741821289
432,1000,100,50,1,Full,0.08907723426818848
433,1000,100,50,1,Partial,0.06661176681518555
434,1000,100,50,1,sklearn,0.05389547348022461
435,1000,100,50,1,Full,0.09266185760498047
436,1000,100,50,1,Partial,0.06746673583984375
437,1000,100,50,1,sklearn,0.05405020713806152
438,1000,100,50,1,Full,0.09265804290771484
439,1000,100,50,1,Partial,0.06934547424316406
440,1000,100,50,1,sklearn,0.053273677825927734
441,1000,100,50,1,Full,0.08909130096435547
442,1000,100,50,1,Partial,0.06838631629943848
443,1000,100,50,1,sklearn,0.0522761344909668
444,1000,100,50,1,Full,0.08899760246276855
445,1000,100,50,1,Partial,0.06669998168945312
446,1000,100,50,1,sklearn,0.05198073387145996
447,1000,100,50,1,Full,0.08821463584899902
448,1000,100,50,1,Partial,0.06581330299377441
449,1000,100,50,1,sklearn,0.052056074142456055
450,1000,100,50,5,Full,0.09230375289916992
451,1000,100,50,5,Partial,0.0744333267211914
452,1000,100,50,5,sklearn,0.05378532409667969
453,1000,100,50,5,Full,0.09024429321289062
454,1000,100,50,5,Partial,0.07090640068054199
455,1000,100,50,5,sklearn,0.05193471908569336
456,1000,100,50,5,Full,0.08812212944030762
457,1000,100,50,5,Partial,0.0706169605255127
458,1000,100,50,5,sklearn,0.05182814598083496
459,1000,100,50,5,Full,0.08771324157714844
460,1000,100,50,5,Partial,0.0706636905670166
461,1000,100,50,5,sklearn,0.051603078842163086
462,1000,100,50,5,Full,0.0871126651763916
463,1000,100,50,5,Partial,0.07094407081604004
464,1000,100,50,5,sklearn,0.05151057243347168
465,1000,100,50,5,Full,0.08852171897888184
466,1000,100,50,5,Partial,0.07107138633728027
467,1000,100,50,5,sklearn,0.05334210395812988
468,1000,100,50,5,Full,0.08722233772277832
469,1000,100,50,5,Partial,0.07018280029296875
470,1000,100,50,5,sklearn,0.05150794982910156
471,1000,100,50,5,Full,0.08745408058166504
472,1000,100,50,5,Partial,0.07073593139648438
473,1000,100,50,5,sklearn,0.05247807502746582
474,1000,100,50,5,Full,0.08732795715332031
475,1000,100,50,5,Partial,0.07094860076904297
476,1000,100,50,5,sklearn,0.05140376091003418
477,1000,100,50,5,Full,0.08727431297302246
478,1000,100,50,5,Partial,0.07071900367736816
479,1000,100,50,5,sklearn,0.05130505561828613
480,1000,100,50,10,Full,0.09476590156555176
481,1000,100,50,10,Partial,0.0891728401184082
482,1000,100,50,10,sklearn,0.05238485336303711
483,1000,100,50,10,Full,0.08764147758483887
484,1000,100,50,10,Partial,0.08197546005249023
485,1000,100,50,10,sklearn,0.0520172119140625
486,1000,100,50,10,Full,0.0870962142944336
487,1000,100,50,10,Partial,0.08198690414428711
488,1000,100,50,10,sklearn,0.0515899658203125
489,1000,100,50,10,Full,0.08705592155456543
490,1000,100,50,10,Partial,0.0826876163482666
491,1000,100,50,10,sklearn,0.051639556884765625
492,1000,100,50,10,Full,0.0882561206817627
493,1000,100,50,10,Partial,0.0823509693145752
494,1000,100,50,10,sklearn,0.05174756050109863
495,1000,100,50,10,Full,0.08754897117614746
496,1000,100,50,10,Partial,0.08178901672363281
497,1000,100,50,10,sklearn,0.05222678184509277
498,1000,100,50,10,Full,0.08759665489196777
499,1000,100,50,10,Partial,0.08224868774414062
500,1000,100,50,10,sklearn,0.05148172378540039
501,1000,100,50,10,Full,0.08798003196716309
502,1000,100,50,10,Partial,0.08123588562011719
503,1000,100,50,10,sklearn,0.051958322525024414
504,1000,100,50,10,Full,0.08721470832824707
505,1000,100,50,10,Partial,0.08185815811157227
506,1000,100,50,10,sklearn,0.05221104621887207
507,1000,100,50,10,Full,0.08785867691040039
508,1000,100,50,10,Partial,0.08211445808410645
509,1000,100,50,10,sklearn,0.052356719970703125
510,1000,100,50,20,Full,0.09201359748840332
511,1000,100,50,20,Partial,0.10393977165222168
512,1000,100,50,20,sklearn,0.05201315879821777
513,1000,100,50,20,Full,0.08790946006774902
514,1000,100,50,20,Partial,0.09851384162902832
515,1000,100,50,20,sklearn,0.051966190338134766
516,1000,100,50,20,Full,0.08758687973022461
517,1000,100,50,20,Partial,0.09859871864318848
518,1000,100,50,20,sklearn,0.051781654357910156
519,1000,100,50,20,Full,0.08872699737548828
520,1000,100,50,20,Partial,0.0984642505645752
521,1000,100,50,20,sklearn,0.05150914192199707
522,1000,100,50,20,Full,0.08696436882019043
523,1000,100,50,20,Partial,0.09893679618835449
524,1000,100,50,20,sklearn,0.05169820785522461
525,1000,100,50,20,Full,0.0872194766998291
526,1000,100,50,20,Partial,0.09814882278442383
527,1000,100,50,20,sklearn,0.05199027061462402
528,1000,100,50,20,Full,0.08757996559143066
529,1000,100,50,20,Partial,0.09797167778015137
530,1000,100,50,20,sklearn,0.05243325233459473
531,1000,100,50,20,Full,0.08812713623046875
532,1000,100,50,20,Partial,0.10068392753601074
533,1000,100,50,20,sklearn,0.051778316497802734
534,1000,100,50,20,Full,0.08727073669433594
535,1000,100,50,20,Partial,0.09770607948303223
536,1000,100,50,20,sklearn,0.052084922790527344
537,1000,100,50,20,Full,0.08736944198608398
538,1000,100,50,20,Partial,0.09826374053955078
539,1000,100,50,20,sklearn,0.051616668701171875
540,1000,100,50,30,Full,0.09182024002075195
541,1000,100,50,30,Partial,0.12094306945800781
542,1000,100,50,30,sklearn,0.051819801330566406
543,1000,100,50,30,Full,0.0885930061340332
544,1000,100,50,30,Partial,0.11226725578308105
545,1000,100,50,30,sklearn,0.05181765556335449
546,1000,100,50,30,Full,0.08770942687988281
547,1000,100,50,30,Partial,0.11297082901000977
548,1000,100,50,30,sklearn,0.051795005798339844
549,1000,100,50,30,Full,0.0872046947479248
550,1000,100,50,30,Partial,0.11308979988098145
551,1000,100,50,30,sklearn,0.05200910568237305
552,1000,100,50,30,Full,0.0876319408416748
553,1000,100,50,30,Partial,0.11363601684570312
554,1000,100,50,30,sklearn,0.05189085006713867
555,1000,100,50,30,Full,0.08884358406066895
556,1000,100,50,30,Partial,0.11224627494812012
557,1000,100,50,30,sklearn,0.05195760726928711
558,1000,100,50,30,Full,0.08763265609741211
559,1000,100,50,30,Partial,0.11331439018249512
560,1000,100,50,30,sklearn,0.05145692825317383
561,1000,100,50,30,Full,0.08797860145568848
562,1000,100,50,30,Partial,0.1120903491973877
563,1000,100,50,30,sklearn,0.05207467079162598
564,1000,100,50,30,Full,0.0879201889038086
565,1000,100,50,30,Partial,0.11399149894714355
566,1000,100,50,30,sklearn,0.052295684814453125
567,1000,100,50,30,Full,0.0870206356048584
568,1000,100,50,30,Partial,0.11230874061584473
569,1000,100,50,30,sklearn,0.05192708969116211
570,1000,100,50,40,Full,0.09183216094970703
571,1000,100,50,40,Partial,0.13862848281860352
572,1000,100,50,40,sklearn,0.05137372016906738
573,1000,100,50,40,Full,0.08767032623291016
574,1000,100,50,40,Partial,0.1319119930267334
575,1000,100,50,40,sklearn,0.05136847496032715
576,1000,100,50,40,Full,0.08778166770935059
577,1000,100,50,40,Partial,0.13215923309326172
578,1000,100,50,40,sklearn,0.051749229431152344
579,1000,100,50,40,Full,0.08722424507141113
580,1000,100,50,40,Partial,0.1328742504119873
